Título,Autor,"Preço decapa","Preço comdesconto"
LINSCRITURA: LIMIARES DA ESCRITA OSMANIANA,ELIZABETH HAZIN (ORG.),"R$69,00","34,50"
LUIZ PEIXOTO PELO BURACO DA FECHADURA,LYSIAS ENIO E LUIS FERNANDO VIEIRA,"R$54,00","27,00"
"OLHAR PARA O FUTURO, UM",JOÃO DOS ANJOS E CÁSSIO LEITE VIEIRA,"R$52,00","26,00"
TERRA DO FOGO,EDMAR OLIVEIRA,"R$42,00","21,00"
"OUTRO LADO DA CIENCIA VOL.II, O",LEOPOLDO DE MEIS,"R$58,00","29,00"
E-MAIL A UM JOVEM ESTUDANTE,FRANCISCO CARUSO,"R$31,90","15,95"
MANUAL DA VIDA SAUDÁVEL:A ARTE DE VIVER MUITOS...,LUÍS REY,"R$46,00","23,00"
SANTOS DUMONT,ADRIANO BATISTA DIAS,"R$42,00","21,00"
PASSAPORTE PARA O FUTURO,BERENICE CAVALCANTE,"R$34,00","17,00"
NÔMADES CONTEMPORÂNEOS - FAMÍLIAS EXPATRIADAS E..,CÉLIA NUNES SILVA/MARIA DAS GRAÇAS PEDROSA LACERDA,"R$59,00","29,50"
DIREITO E POLITICA NA ERA ESPACIAL,JOSE MONSERRAT FILHO,"R$52,00","26,00"
"LUA TRISTONHA, A - 2a EDIÇÃO",RÔMULO BOURBON,"R$35,20","17,60"
EM PAZ COM A MESA,ELIANE BASSOUL,"R$42,00","21,00"
"PALAVRA AMEACADA, A",IVONNE BORDELOIS,"R$32,00","16,00"
"MULHER SEM PALAVRAS,A",MARCELO BARBÃO,"R$46,00","23,00"
"BRUXO E O RABUGENTO, O",LUCIANO OLIVEIRA,"R$38,50","19,25"
NOSSA ORIGEM,HILTON P. SILVA/CLAUDIA RODRIGUES-CARVALHO,"R$52,00","26,00"
O EU QUE NÃO SABIA SER,SOLANO GUEDES,"R$28,60","14,30"
"PRIMEIRO AMOR E SEMPRE O ULTIMO, O",TAHAR BEN JELLOUN,"R$42,00","21,00"
FALA SERIO!,ANDREA TEIXEIRA MATHEUS/EVELYN EISENSTEIN,"R$42,00","21,00"
TEM PERIGO NO AR,ISRAEL FELZENSWALB,"R$30,80","15,40"
"ATENCAO, NEURONIOS NA BICICLETA",ROBERTO LENT,"R$22,00","11,00"
MEDICAMENTOS: AMEACA OU APOIO A ...,MARILENE CABRAL DO NASCIMENTO,"R$54,00","27,00"
"EVOLUÇÃO DO DARWINISMO, A",ANTÓNIO BRACINHA VIEIRA,"R$38,00","19,00"
QUEM ACENDEU O CÉU,NELDSON MARCOLIN,"R$38,50","19,25"
ÚLTIMO TREM,MARCO SIMAS,"R$46,20","23,10"
"ESCOLA ONDE ESTÁ UM, ESTÃO TODOS",MIGUEL M. ABRAHÃO,"R$52,00","26,00"
EINSTEIN-O VIAJANTE DA RELATIVIDADE,ALFREDO TIOMMO TOLMASQUIM,"R$64,00","32,00"
MARTU,ELIZABETH HAZIN,"R$44,00","22,00"
GENES CONTRA DOENCAS,RAFAEL LINDEN,"R$29,00","14,50"
"AR, O",DAVID PALATNIK; ISRAEL FELZENSZWALB,"R$20,90","10,45"
"FAMILIA AGULHA, A",LUIS GUIMARAES JR,"R$46,20","23,10"
UMA SENTENÇA DE VIDA OU DE MORTE,MARIA HELENA MALTA,"R$42,00","21,00"
"AGUA, A","ISRAEL FELZENSZWALB, DAVID PALATNIK","R$20,90","10,45"
OUVINDO VOZES-HISTÓRIAS DO HOSPÍCIO E LENDAS DO..,EDMAR OLIVEIRA,"R$59,00","29,50"
"SETE PECADOS CAPITAIS E AS..., OS",GABRIEL PERISSE,"R$42,00","21,00"
"ENCRUZILHADA DA NANOTECNOLOGIA, A",PETR SCHULZ,"R$32,00","16,00"
POR QUE AS GALINHAS CRUZAM AS ESTRADAS?,LUIZ ANTONIO BOTELHO ANDRADE - EDSON P. SILVA,"R$31,90","15,95"
EDUCACAO A DISTANCIA NA FORMACAO DE,GUARACIRA GOUVEA E CARMEN IRENE OLIVEIRA,"R$42,00","21,00"
"PLANTAS, AS",ISRAEL FELZENSZWALB,"R$31,90","15,95"
PRESIDENCIALISMO DE ANIMACAO,RENATO LESSA,"R$49,00","24,50"
DARWIN NO BRASIL,FLÁVIO JOSÉ TEIXEIRA DE ALMEIDA,"R$35,20","17,60"
"HISTÓRIA DOS TRÊS PONTINHOS, A",SOLANO GUEDES,"R$33,00","16,50"
"AFINAL DE CONTAS, QUE CEGONHA É ESSA?",SELMO GEBER,"R$30,80","15,40"
ARCO-ÍRIS - POESIA PARA CRIANÇAS,ELIZABETH HAZIN,"R$37,40","18,70"
CIÊNCIA DOS VIDEOGAMES,ADRIANO A. NATALE,"R$36,30","18,15"
MAGICA DE CARROSSEL,ELIZABETH HAZIN,"R$39,60","19,80"
AB INITIO: ORIGEM DA VIDA E EVOLUÇÃO,FRANKLIN DAVID RUMJANEK,"R$38,50","19,25"
"CORPO E SEUS SENHORES, O",FERNANDO LEFEVRE / ANA MARIA CAVALCANTI LEFEVRE,"R$27,50","13,75"
FLORINHA NA TERRA DOS RINOCEFANTES,SERGIO BRUNI,"R$35,20","17,60"
"SOL DA LIBERDADE, O","LUIZ CARLOS MACIEL, PATRICIA MARCONDES (ORG.)","R$42,90","21,45"
UM FUTURO PARA O CAMPO,SERGIO P.LEITE E RODRIGO V.DE AVILA,"R$29,00","14,50"
PROMOÇÃO DE SAÚDE,FERNANDAO LEFEVRE E ANA MARIA CALVALCANTI,"R$35,20","17,60"
"LIVRO DOS MILAGRES, O",CARLOS ORSI,"R$33,00","16,50"
ESTRANHEZAS E MITOS DA MECANICA QUANTICA,JOSÉ AUGUSTO OLIVEIRA HUGUENIN,"R$29,70","14,85"
"QUE É JUSTIÇA, O?",MARINA VELASCO,"R$29,00","14,50"
PRAIA LIMPA É A MINHA PRAIA - 2a EDIÇÃO,FÁBIO ARAUJO,"R$30,80","15,40"
"ESQUECIMENTO DO NEURONIO LEMBRADOR, O",ROBERTO LENT,"R$26,40","13,20"
DO GATO ULISSES AS SETE HISTÓRIAS,JUVA BATELLA,"R$37,40","18,70"
UBALDO,JUVA BATELLA,"R$74,80","37,40"
DUDU E O PROFESSOR ASPERGILO,ALANE BEATRIZ VERMELHO,"R$28,60","14,30"
"MISTERIOSA MANSÃO DO MISTERIOSO SENHOR LAM, A",CLAUDIA NINA,"R$39,60","19,80"
EUGLENA,ALANE BEATRIZ VERMELHO,"R$28,60","14,30"
"LÍNGUA DE FORA, A",JUVA BATELLA,"R$46,20","23,10"
"MICO DO NEURONIO ESCUTADOR, O",ROBERTO LENT,"R$26,40","13,20"
EVA E ERIKA,CLARA GAVILAN,"R$35,20","17,60"
"NEURONIO DE OLHO VIVO, UM",ROBERT LENT,"R$24,20","12,10"
"ARTE DE SER OUSADA, A",COMBA MARQUES PORTO,"R$42,90","21,45"
BURACOS NEGROS,GEORGE MATSAS E DANIEL VANZELLA,"R$25,30","12,65"
"QUADRADO DESASTRADO, O",MARTINA SCHREINER,"R$28,60","14,30"
REVOLTA DAS VOGAIS,SOLANO GUEDES,"R$33,00","16,50"
AVALIACAO:UMA PRATICA EM BUSCA DE..,ALMERINDO J./ANGEL D./CORINTA M./JUSSARA/REGI,"R$32,00","16,00"
"CURRÍCULO COMO CRIAÇÃO COTIDIANA, O",INÊS BARBOSA DE OLIVEIRA,"R$36,00","18,00"
EDUCAÇÃO INTEGRAL EM TEMPO INTEGRAL,LÍGIA MARTHA COIMBR DA COSTA COELHO(ORG),"R$49,00","24,50"
SISTEMA PENITENCIÁRIO BRASILEIRO,ELIONALDO FERNANDES JULIAO,"R$87,00","43,50"
"EDUCAÇÃO POPULAR, MOVIMENTOS SOCIAIS E FORMAÇÃO..",RENATO EMERSON DOS SANTOS...ET ALL,"R$49,00","24,50"
LUIZ CARLOS RIPPER,HELOISA LYRA BULCÃO,"R$64,00","32,00"
PESQUISA NOS/DOS/COM OS COTIDIANOS...,INES BARBOSA DE OLIVEIRA / NILDA ALVES,"R$42,00","21,00"
"SENTIDO DA ESCOLA, O",NILDA ALVES E REGINA LEITE GARCIA,"R$35,00","17,50"
LDB-LEI DE DIRETRIZES E BASES DA EDUCAÇÃO,ANTONIO DE PAULO,"R$44,00","22,00"
HISTÓRIA DA EDUCAÇÃO INFANTIL,ARISTEO GONÇALVES LEITE FILHO,"R$43,00","21,50"
CURRÍCULOS PESQUISAS CONHECIMENTOS E PRODUÇÃO...,"CARLOS EDUARDO FERRAÇO, JANETE MAGALHÃES CARVALHO","R$56,00","28,00"
EDUCAR EXIGE-NOS OU UFA! LIVREI-ME DE UM ABACAXI,"ANGELA SANTOS, SELMA MONTEIRO (ORG.)","R$38,00","19,00"
"QUE E A ESCOLA EMPREENDEDORA, O",HAMILTON WERNEK,"R$33,00","16,50"
QUINZE PEDAGOGOS,JEAN HOUSSAYE,"R$78,00","39,00"
DEMOCRACIA E EDUCAÇÃO EM DIREITOS HUMANOS NA...,SUSANA BEATRIZ SACAVINO,"R$59,00","29,50"
EDUCACAO EM DIREITOS HUMANOS,SUZANA SACAVINO/VERA MARIA CANDAU(ORG),"R$42,00","21,00"
SEGURANCA ALIMENTAR E NUTRICIONAL,OLIVIA F. SCHNEIDER (ORG.),"R$50,00","25,00"
"NARRATIVAS:OUTROS CONHECIMENTOS, OUTRAS FORMAS...",INÊS BARBOSA DE OLIVEIRA(ORG.),"R$49,00","24,50"
TÉCNICAS PARA VENDA DE SERVIÇOS,AGEU MOREIRA,"R$30,00","15,00"
VERDE COTIDIANO: O MEIO AMBIENTE...,MARCOS REIGOTA,"R$34,00","17,00"
"ESCOLA-FAVELA,  FAVELA-ESCOLA",RODRIGO TORQUATO DA SILVA,"R$50,00","25,00"
QUESTÕES URBANAS E RACISMO,RENATO EMERSON DOS SANTOS (ORG.),"R$86,00","43,00"
FORMACAO DOCENTE E JUSTIÇA COGNITIVA,INÊS BARBOSA DE OLIVEIRA; MARIA LUIZA SUSSEKIND,"R$51,00","25,50"
POLITICAS EDUCATIVAS E DINÂMICAS CURRICULARES,"ALICE CASIMIRO,AMELIA LOPES,CARLINDA LEITE E","R$62,00","31,00"
CONEXÕES: DELEUZE E VIDA E FABULAÇÃO E...,"ANTONIO CARLOS,DAVINA MARQUES, SUSANA OLIVEIRA(ORG","R$47,00","23,50"
UNIVERSIDADE-ESCOLA:DIÁLOGO E FORMAÇÃO DE PROF.,MARIA LUIZA SUSSEKIND E ALEXANDRA GARCIA(ORGS),"R$44,00","22,00"
CONEXÕES: DELEUZE E ARTE E CIÊNCIA E ACONTECIMENT,"SUSANA OLIVEIRA DIAS, DAVINA MARQUES, ANTONIO CAR","R$48,00","24,00"
EDUCAÇÃO E IMAGENS:INSTITUIÇÕES ESCOL...AUDIOBOOK,ARISTÓTELES BERINO E CONCEIÇÃO SOARES(ORG.),"R$30,00","15,00"
APARÊNCIAS ENGANAM(AS):FOTOGRAFIA E PESQUISA,TÂNIA MARA PEDROSO MULLER,"R$62,00","31,00"
FAVELA COMO PALCO E PERSONAGEM,MARINA HENRIQUES COUTINHO,"R$54,00","27,00"
"QUE SABE QUEM ERRA, O",MARIA TERESA ESTEBAN,"R$47,00","23,50"
QUEM É ...MICHEL MAFFESOLI,MICHEL MAFFESOLI,"R$30,00","15,00"
MULTICULTURALISMO,AZOILDA LORETTO DA TRINDADE E RAFAEL DOS SANTOS OG,"R$44,00","22,00"
FORMACAO DOCENTE EM GENERO E SEXUALIDADE,MARIA AMELIA DE SOUZA REIS (ORG.),"R$59,00","29,50"
NARRATIVAS HISTÓRIAS DA/NA ESCOLA,"ORG.GRAÇA REIS, RENATA FLORES","R$38,00","19,00"
APRENDIZAGENS COTIDIANAS COM A PESQUISA,CARLOS EDUARDO FERRACO/CARMEN LUCIA /INES B.,"R$44,00","22,00"
PESQUISAS COM FORMAÇÃO DE PROFESSORES,INÊS BARBOSA DE OLIVEIRA; GRAÇA REIS (ORGS.),"R$62,00","31,00"
TECENDO EDUCAÇÃO AMBIENTAL NA ARENA CULTURAL,LEANDRO BELINASO GUIMARÃES E ALINE GEVAERD KRELLIN,"R$41,00","20,50"
CONEXÕES: DELEUZE E POLITICA E RESISTÊNCIA...,"SILVIO GALLO, MARCUS NOVAES E LAISA BLANCY (ORGS.)","R$62,00","31,00"
DECIFRA-ME OU TE DEVORO,ANTONIO EUGENIO DO NASCIMENTO,"R$51,00","25,50"
TECENDO CONHECIMENTOS NAS ESCOLAS,MARCELO PARAÍSO ALVES - DENIZE SEPULVEDA (ORGS),"R$62,00","31,00"
LEI DO EMPREGADO DOMESTICO,FLAVIA SERPA E ANTONIO DE PAULO,"R$24,00","12,00"
DIÁLOGOS COTIDIANOS,REGINA LEITE GARCIA(ORG),"R$59,00","29,50"
NOVA ORTOGRAFIA:ACORDO ORTOGRÁFICO DA LÍNGUA PORT,ANTONIO DE PAULO,"R$25,00","12,50"
VOZES DA EDUCACAO,"INES FERREIRA,MAIRE DA SILVA,MARCIA SOARES E","R$50,00","25,00"
NEXUS & SEXUS: PERSPECTIVAS INSTITUINTES,MaAMELIA DE SOUZA REIS E HILDA ALEVATO (ORGS),"R$62,00","31,00"
QUEM É WILLIAM F PINAR,MARIA LUIZA SÜSSEKIND,"R$31,00","15,50"
INCLUSÃO EM EDUCAÇÃO NA FAETEC,"BIANCA FOGLI,DENIZE,EUGÊNIA,JANE,MARIA(ORGS.)","R$53,00","26,50"
CONEXÕES: DELEUZE E TERRITORIOS E FUGAS,"DAVINA MARQUES, GISELE GIRARDI, WENCESLAO JUNIOR","R$50,00","25,00"
"DICIONARIO,NEGOC.E EMPREENDEDORISMO","NEWTON FREITAS,CARLOS A.SIQUEIRA/ANTONIO DE P","R$120,00","60,00"
"IDENTIDADE,DIVERSIDADE:PRÁTICAS CULTURAIS EM PESQ",MAILSA CARLA PINTO PASSOS/RITA MARISA RIBES PEREIR,"R$56,00","28,00"
INFÂNCIA EM TERRITÓRIOS CURRICULARES,JANETE MAGALHÃES CARVALHO (ORG.),"R$42,00","21,00"
TECNOLOGIAS DIGITAIS NAS ESCOLAS,IVAN AMARO; MARIA DA CONCEIÇÃO SILVA SOARES (ORGS),"R$55,00","27,50"
QUALIDADE DE VIDA NO AMBIENTE DE TRABALHO,UBIRAJARA BAPTISTA CABRAL JUNIOR (ORG.),"R$61,00","30,50"
EDUCAÇÃO DE JOVENS E ADULTOS E IMAGENS -AUDIOBOOK,"JANE PAIVA, INÊS B.DE OLIVEIRA(ORGS.)","R$30,00","15,00"
SARTRE EM DOIS ATOS,DEISE QUINTILIANO E PAULA S. MASCARENHAS,"R$42,00","21,00"
"TEORIA SO TEM UTILIDADE SE MELHORAR..., A",AFONSO CELSO SCOCUGLIA,"R$50,00","25,00"
"INDISCIPLINA TEM JEITO,A",HAMILTON WERNECK,"R$30,00","15,00"
LINGUAGENS E IMAGENS,"MARIA ROSA, CÉSAR DONIZETTI, LAURA CHALUH","R$56,00","28,00"
EDUCAÇÃO POPULAR E EJA,OSMAR FÁVERO; ELISA MOTTA (ORGS.),"R$75,00","37,50"
EDUCAÇÃO E IMAGENS II - AUDIOBOOK,ARISTÓTELES BERINO E CONCEIÇÃO SOARES (ORGS.),"R$30,00","15,00"
PLANOS E SEGUROS DE SAÚDE,PLÍNIO L. MARTINS / ANTONIO DE PAULO,"R$25,00","12,50"
COMUNICAÇÃO DIVULGAÇÃO E PERCEPÇÃO DE CIENCIA,MARTA KANASHIRO E OUTROS (ORG.),"R$44,00","22,00"
TOLERAR É POUCO?,MARCELO ANDRADE,"R$51,00","25,50"
DEMOCRACIA NO COTIDIANO DA ESCOLA,INÊS B. DE OLIVEIRA(ORG),"R$34,00","17,00"
LEI DO INQUILINATO: LOCAÇÕES DE IMÓVEIS URBANOS,PAULA RAMADA E ANTONIO DE PAULO,"R$25,00","12,50"
UNIVERSIDADE E PARTICIPAÇÃO,"MÔNICA PEREIRA, ANA PATRÍCIA E MICHELE PEREIRA","R$50,00","25,00"
CURRÍCULO E CONHECIMENTO,CARMEN TERESA GABRIEL; LUCIENE M. STUMBO MORAES(OG,"R$69,00","34,50"
"SE A BOA ESCOLA E A QUE REPROVA,O..",HAMILTON WERNECK,"R$30,00","15,00"
CONTOS DE NEGOCIOS,CARLOS AQUILES SIQUEIRA,"R$29,00","14,50"
POLITICAS DE EDUCAÇÃO PARA JOVENS E ADULTOS,ELIONALDO FERNANDES JULIÃO; JANE PAIVA (ORGS.),"R$54,00","27,00"
CÓDIGO DE DEFESA DO CONSUMIDOR,ANTONIO DE PAULO (ED.),"R$23,00","11,50"
INFANCIA E JUVENTUDE,MARIA LUIZA E RITA MARISA(ORG),"R$59,00","29,50"
TECNOLOGIAS E TRABALHO DOCENTE,RAQUEL GOULART BARRETO,"R$50,00","25,00"
SABERES COTIDIANOS EM DIALOGO,REGINA L. GARCIA; MARIA TERESA ESTEBAN; ANDRÉA SER,"R$48,00","24,00"
DIALÉTICA DA INCLUSÃO EM EDUCAÇÃO,BIANCA FÁTIMA CORDEIRO DOS SANTOS FOGLI,"R$44,00","22,00"
LINGUAGEM DISCURSO PESQUISA E EDUCAÇÃO,MIRIAM LEITE; CARMEN TERESA GABRIEL,"R$79,00","39,50"
SONHOS DE ESCOLAS - AUDIOBOOK,NÍVEA ANDRADE; NILDA ALVES,"R$30,00","15,00"
"CURRICULO, SEXUALIDADE E AÇÃO DOCENTE",ELIZABETH MACEDO; THIAGO RANNIERY (ORGS.),"R$56,00","28,00"
OAB - REGULAMENTO GERAL,ANTONIO DE PAULO,"R$23,00","11,50"
PRÁTICAS COTIDIANAS E EMANCIPAÇÃO SOCIAL:DO INVIS,INÊS BARBOSA DE OLIVEIRA (ORG),"R$44,00","22,00"
AVENTURAS DE CONHECIMENTO,ALEXANDRA GARCIA; INÊS B.DE OLIVEIRA (ORGS.),"R$59,00","29,50"
DIFERENTES PERSPECTIVAS DE CURRICULO NA ATUALIDAD,CARLOS EDUARDO; IGUATEMI RANGEL; JANETE CARVALHO;,"R$59,00","29,50"
OAB - ESTATUTO,ANTONIO DE PAULO,"R$22,00","11,00"
CONEXÕES - DELEUZE E MAQUINAS E DEVIRES E...,ALDA ROMAGUERA; ANTONIO CARLOS AMORIM (ORG),"R$45,00","22,50"
ESTATUTO DO IDOSO,ANTONIO DE PAULO (ED.),"R$24,00","12,00"
EDUCAÇÃO DE JOVENS E ADULTOS (COL.PEDAG.EM AÇÃO),JANE PAIVA E INÊS B. DE OLIVEIRA (ORGS),"R$38,00","19,00"
MODERNIZAÇÃO DAS LEIS TRABALHISTAS,ROGÉRIO MARINHO,"R$90,00","45,00"
"MPB DE CONVERSA EM CONVERSA, A",JOSÉ ROBERTO,"R$39,50","19,75"
ROCKRISE,JOSÉ ROBERTO SANTOS NEVES,"R$42,00","21,00"
CRONICAS MUSICAIS E RECORTES DE JORNAL,JOSÉ ROBERTO SANTOS NEVES,"R$40,00","20,00"
FINGER YOGA,Osamu Tatsumura; Paula Guimarães,"R$55,00","27,50"
SHUSEI-HO - MANUAL DE EXERCÍCIOS CORRETIVOS,FERNANDO MONTOTO,"R$45,00","22,50"
EXERCÍCIOS FACIAIS - AUDIOLIVRO (DVD),PAULA GUIMARÃES,"R$54,00","27,00"
KANRENBUÍ: A ARTE MILENAR DE CURA ORIENTAL,FERNANDO MONTOTO E PAULA GUIMARÃES,"R$36,00","18,00"
SHIATSU  VOLUME 1,PAULA GUIMARÃES,"R$89,00","44,50"
SHIATSU FACIAL VOLUME II - AUDIOLIVRO (DVD),PAULA GUIMARÃES,"R$54,00","27,00"
"DALAI LAMA FALA DE JESUS, O - 2a EDIÇÃO",LAURENCE FREEMAN FREEMAN,"R$62,00","31,00"
REVOLUÇÃO INTERIOR,ROBERT THURMAN,"R$59,00","29,50"
"CULTURA DA CONTRACULTURA, A",ALAN WATTS,"R$42,00","21,00"
"DHARMA DE GUERRA NAS ESTRELAS, O",MATTHEW BORTOLIN,"R$52,00","26,00"
DA MESOPOTÂMIA AO TERCEIRO MILÊNIO,YASMIN ANUKIT,"R$62,00","31,00"
QUANDO JESUS SE TORNOU DEUS,RICHARD E. RUBENSTEIN,"R$66,00","33,00"
"CIÊNCIA DA PAIXÃO, A - 1a EDIÇÃO",ANTONELLA ZARA,"R$56,76","28,38"
LIBERTE SUA ALMA DO MEDO,ROBERT SARDELLO,"R$49,00","24,50"
"PAPA NEGRO, O",JOÃO MACHADO EVANGELHO,"R$54,00","27,00"
MITO E RELIGIÃO,ALAN WATTS,"R$34,30","17,15"
"CONTADORA DE HISTÓRIAS, A",DIOMEDES HESTEVES GODINHO JUNIOR,"R$36,80","18,40"
ZUL: O AVESSO E O DIREITO,ANNA SHARP,"R$40,48","20,24"
EGOCENTRISMO - A DOENÇA DO EGO: O VÍRUS,HAMILTON GOUVÊA BASTOS,"R$45,43","22,72"
PASSOS PARA LIBERDADE,RESHAD FEILD,"R$55,66","27,83"
VOCÊ & SEU AMOR,VIVIEN BONICELLI,"R$40,48","20,24"
MERTON NA INTIMIDADE SUA VIDA EM SEUS DIÁRIOS,PATRICK HART & JONATHAN MONTALDO,"R$64,90","32,45"
"CIÊNCIA DA PAIXÃO, A - 2a EDIÇÃO",ANTONELA ZARA,"R$56,76","28,38"
SITT MARIE ROSE: AMOR E SANGUE NO LÍBANO,ETEL ADMAN,"R$37,40","18,70"
ORBITAL,PATRICIA CARVALHO - OLIVEIRA,"R$35,00","17,50"
3 UM ROMANCE PARA LER DE UMA SÓ VEZ,PATRICIA CARVALHO-OLIVEIRA,"R$14,50","7,25"
21 DEPOIS DE 21,PAULO MARCELO SAMPAIO E RAFAEL CASÉ,"R$55,00","27,50"
1993: A ESTRELA SOLITÁRIA BRILHA NA AMÉRICA,BERNARDO BRAGA PASQUALETTE,"R$50,00","25,00"
CORPO NEGRO CAÍDO NO CHÃO,ANA LUIZA PINHEIRO FLAUZINA,"R$50,00","25,00"
MOTIM: HORIZONTES DO GENOCÍDIO ANTINEGRO,"ORG. ANA LUIZA PINHEIRO FLAUZINA, JOÃO HELION COST","R$50,00","25,00"
UTOPIAS DE NÓS DESENHADAS A SÓS,ANA LUIZA PINHEIRO FLAUZINA,"R$30,00","15,00"
IMAGENS ENCANTADAS,SUELY BRIGIDO,"R$60,00","30,00"
CONSUMO:COSMOLOGIAS E SOCIABILIDADES,"LÍVIA BARBOSA, FÁTIMA PORTILHO, LETÍCIA VELOSO","R$46,00","23,00"
POLÍTICA NAS POLÍTICAS: UM OLHAR SOBRE A AGRICULT,JORGE OSVALDO ROMANO,"R$64,00","32,00"
"OUTRO LADO DA ARQUITETURA E ENGENHARIA,O",RENATO BATALHA MENESCAL,"R$82,00","41,00"
UM BRASIL AMBIVALENTE,REGINA LANDIN BRUNO(ORG),"R$66,53","33,27"
DIMENSÕES RURAIS DE POLÍTICAS BRASILEIRAS,ROBERTO JOSÉ MOREIRA E REGINA BRUNO,"R$47,33","23,67"
CPDA 30 ANOS,ELI NAPOLEÃO DE LIMA E SERGIO PEREIRA LEITE,"R$56,54","28,27"
"CONGRESSO NACIONAL CAMPONÊS, O",LUIZ FLÁVIO DE CARVALHO COSTA,"R$36,00","18,00"
"INTERPRETAÇÕES, ESTUDOS RURAIS E POLÍTICA",ROBERTO JOSÉ MOREIRA E REGINA BRUNO,"R$42,72","21,36"
"GLOBALIZAÇÃO: ATORES, IDEIAS E INSTITUIÇÕES",BERNARDO KOCHER(ORG),"R$70,37","35,19"
REGIME DE BRETTON WOODS PARA O COMÉRCIO MUNDIAL,NELSON GIORDANO DELGADO,"R$67,10","33,55"
MARCAS DO PROGRESSO,CLÁUDIA B.HEYNEMANN/MARIA DO C.TEIXEIRA/RAFAEL CAR,"R$90,00","45,00"
COLCHA DE RETALHOS,FERNANDA MARQUES,"R$20,60","10,30"
PARA SEMPRE ANA,SERGIO CARMACH,"R$39,90","19,95"
TROTSKISMO X LENINISMO,HARPAL BRAR,"R$70,00","35,00"
"FORMIGUEIRO, O",NIAN FREIRE,"R$25,00","12,50"
APAGANDO AS PEGADAS,JOSUE GONCALVES DE ARAUJO,"R$25,00","12,50"
"ENXURRADA, A",ZEZITO FREIRE,"R$38,00","19,00"
MULHERES,RACHEL GUTIÉRREZ,"R$25,00","12,50"
GOTAS DA VIDA,ZEZITO FREIRE,"R$30,00","15,00"
QUEM É CLARA?,FERNANDA MARQUES,"R$29,00","14,50"
1983 - CARNAVAL EM UBATUBA,CARLOS DA SILVA MATTOS,"R$20,00","10,00"
FILHA ADOTIVA,ZEZITO FREIRE,"R$28,00","14,00"
MEMORIAS DE PADRE BRUNO,ZEZITO FREIRE,"R$34,00","17,00"
HISTORIAS DO LOURENÇO,ZEZITO FREIRE,"R$30,00","15,00"
EQUIVOCOS E IMPREVISTOS,JAIRO SALLES,"R$40,00","20,00"
TELA DE LETRAS,RITA ALVES,"R$29,50","14,75"
"PAULISTA QUE BIN LADEN MATOU, A",THEO DRUMMOND,"R$36,00","18,00"
"VINCULOS COMO PASSAPORTE DA, OS",DULCE CONSUELO,"R$20,00","10,00"
"QUATRO CAVALEIROS DO APOCALIPSE, OS",CARLOS DA SILVA MATTOS,"R$25,00","12,50"
"CONEXÃO, A - COMO ENCONTRAR O ELO...",LUCIANO RENÉ BOETTGER,"R$28,00","14,00"
"FORMIGA E EU, A",THEO DRUMMOND,"R$22,00","11,00"
ALFRED E SUA TARA,THEO DRUMMOND,"R$29,00","14,50"
HISTÓRIAS MÁGICAS PARA NETOS INCRÍVEIS 2,VERA PERESTRELLO,"R$30,00","15,00"
PERPLEXIDADES DO SENHOR DIRETOR,JOSÉ SILVEIRA DA COSTA,"R$58,00","29,00"
"ESPIRITISMO E SUAS REPERCUSSOES, O",PAULA ROSCIO,"R$32,00","16,00"
DESAFORISMOS,GEORGES NAJJAR JR.,"R$19,70","9,85"
PARATY NO SÉCULO XX,ZEZITO FREIRE,"R$40,00","20,00"
CHUTANDO O PAU DA BARRACA,MARCOS PAULO GOIS,"R$29,00","14,50"
"PORTAL DA GÁLIA, O",M.L.GIGONZAC,"R$37,00","18,50"
HISTÓRIAS MÁGICAS PARA NETOS INCRÍVEIS OU...,VERA PERESTRELLO,"R$29,00","14,50"
"QUE O YOGA ME ENSINOU, O",LUCIANO RENÉ BOETTGER,"R$18,00","9,00"
"ESTUPENDA COMEDIA, A",ROBERTO DE CASTRO NEVES,"R$42,00","21,00"
MANEZINHO,FERNANDA MARQUES,"R$25,00","12,50"
"CAVALO DO CÃO, O",JOSY GARCIA,"R$47,00","23,50"
POR QUE UNS TEM SORTE NA VIDA E...,M.WILLIAM,"R$22,00","11,00"
CRIME NA LAGOA,ROMULO SANTOS E JONAS REZENDE,"R$29,00","14,50"
TRATADO DA BRISA NOTURNA,MARCO ANTONIO ROCHA DA SILVA,"R$21,00","10,50"
"INVENÇÃO DA VIDA, A",ADRIANA BACELLAR SANTOS,"R$32,00","16,00"
"MEU PAPEL NO MUNDO, O",WILLIAN MARQUES,"R$25,00","12,50"
DEPOIS DA TEMPESTADE,ZEZITO FREIRE,"R$35,00","17,50"
"CODIGO DA VINTE, O",ALFREDO RUY BARBOSA,"R$36,50","18,25"
"VINHO AS EMOÇÕES, DO",FÁBIO ANTONIO FILIPINI,"R$58,00","29,00"
"ANJO DE CHOCOLATE, O",SONYA SILVA,"R$12,00","6,00"
"FUTEBOL DO BOTAFOGO 1961-1965, O",CARLOS FERREIRA VILARINHO,"R$49,00","24,50"
"FUTEBOL DO BOTAFOGO 1951-1960, O",CARLOS FERREIRA VILARINHO,"R$49,00","24,50"
QUÍMICA QUÂNTICA,EDUARDO HOLLAUER,"R$150,00","75,00"
SIMETRIA: TEORIA DE GRUPOS PONTUAIS,EDUARDO HOLLAUER,"R$150,00","75,00"
