ISBN,TÍTULO,EDITORA,ASSUNTO,AUTOR,"PREÇO DE CAPA","PREÇO NA FEIRA (50%)",LINK
9788571394926,"Internacionalização edesenvolvimento da indústria noBrasil",Editora Unesp,"Administração, Economia eEmpreendedorismo","LAPLANE, MARIANO","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Internacionalizacao-e-desenvolvimento-da-industria-no-Brasil-LAPLANE-MARIANO-EDITORA-UNESP/p",
9788571394018,Intervenção no ambiente escolar,Editora Unesp,Educação e Pedagogia,"DALL'ACQUA, MARIAJULIA CANAZZA","R$ 64,00","R$ 32,00","https://www.livrariaunesp.com.br/Intervencao-no-ambiente-escolar-DALL-ACQUA-MARIA-JULIA-CANAZZA-EDITORA-UNESP/p",
9788571396883,"Introdução à análise deagrupamentos",Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","FREI, FERNANDO","R$ 38,00","R$ 19,00",https://www.livrariaunesp.com.br/Introducao-a-analise-de,
"",,,,,,agrupamentos-FREI-FERNANDO-EDITORA-UNESP/p,,
9788571391819,Introdução à crítica da razão árabe,Editora Unesp,Sociologia,"AL-JABRI,MOHAMMED ABED","R$ 52,00","R$ 26,00",https://www.livrariaunesp.com.br/Introducao-a-critica-da-,
"",,,,,,"razao-arabe-AL-JABRI-MOHAMMED-ABED-EDITORA-UNESP/p",,
9788539302284,Introdução à economia - 3a edição,Editora Unesp,"Política e RelaçõesInternacionais","CANO, WILSON","R$ 69,00","R$ 34,50",https://www.livrariaunesp.com.br/Introducao-a-economia,
"",,,,,,3a-edicao-CANO-WILSON-EDITORA-UNESP/p,,
9788539300549,Introdução à epistemologia,Editora Unesp,Filosofia,"DUTRA, LUIZHENRIQUE DE ARAUJO","R$ 48,00","R$ 24,00","https://www.livrariaunesp.com.br/Introducao-a-epistemologia-DUTRA-LUIZ-HENRIQUE-DE-ARAUJO-EDITORA-UNESP/p",
9788539306305,Introdução à lógica - 2a edição,Editora Unesp,Filosofia,"MORTARI, CEZAR A.","R$ 84,00","R$ 42,00","https://www.livrariaunesp.com.br/Introducao-a-logica-2a-edicao-MORTARI-CEZAR-A-EDITORA-UNESP/p",
9788571390805,"Introdução à mecânica daintegridade estrutural",Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","PASTOUKHOV, VIKTORA.","R$ 62,00","R$ 31,00",https://www.livrariaunesp.com.br/Introducao-a-mecanica-,
"",,,,,,"da-integridade-estrutural-PASTOUKHOV-VIKTOR-A-EDITORA-UNESP/p",,
9788539304905,Introdução à robótica,Editora Unesp,"Literatura, Ficção e Romance","MATARIC, MAJA J.","R$ 92,00","R$ 46,00","https://www.livrariaunesp.com.br/Introducao-a-robotica-MATARIC-MAJA-J-EDITORA-UNESP/p",
9788571398634,Introdução à sociologia,Editora Unesp,Sociologia,"ADORNO, THEODORW.","R$ 69,00","R$ 34,50",https://www.livrariaunesp.com.br/Introducao-a-sociologia,
"",,,,,,ADORNO-THEODOR-W-EDITORA-UNESP/p,,
9788539307081,"Introdução à sociologia da música -2a edição",Editora Unesp,Sociologia,"ADORNO, THEODORW.","R$ 72,00","R$ 36,00",https://www.livrariaunesp.com.br/Introducao-a-sociologia,
"",,,,,,"da-musica-2a-edicao-ADORNO-THEODOR-W-EDITORA-UNESP/p",,
9788571397958,Introdução à topologia,Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","LOIBEL, GILBERTOFRANCISCO","R$ 44,00","R$ 22,00",https://www.livrariaunesp.com.br/Introducao-a-topologia-,
LOIBEL-GILBERTO-FRANCISCO-EDITORA-UNESP/p,,,,,,,,
"",,,,,,,https://www.livrariaunesp.com.br/INTRODUCAO-AO-
"",INTRODUÇÃO AO ESTUDO DA,Cultura,"Ciências Biológicas, Exatas,","GONCALVES, ELIETE",,,
9788579833786,,,,,"R$ 19,50","R$ 9,75",ESTUDO-DA-ALGEBRA-LINEAR-GONCALVES-ELIETE-MARIA-
"",ÁLGEBRA LINEAR,Acadêmica,Naturais e da Terra,MARIA,,,
"",,,,,,,CULTURA-ACADEMICA/p
"",,,,,,,https://www.livrariaunesp.com.br/INTRODUCAO-AS-
"",INTRODUÇÃO ÀS REDES NEURAIS,Cultura,,,,,
9788598605210,,,Saúde e Medicina,"BABINI, MAURIZIO","R$ 15,00","R$ 7,50",REDES-NEURAIS-ARTIFICIAIS-MARRANGHELLO-NORIAN-
"",ARTIFICIAIS,Acadêmica,,,,,
"",,,,,,,CULTURA-ACADEMICA/p
"",,,,,,,https://www.livrariaunesp.com.br/Introducao-as-religioes-
9788539303922,Introdução às religiões chinesas,Editora Unesp,Antropologia,"POCESKI, MARIO","R$ 80,00","R$ 40,00",
"",,,,,,,chinesas-POCESKI-MARIO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/invencao-da-
"",invenção da adolescência no,,,"CESAR, MARIA RITA DE",,,
9788571398429,,Editora Unesp,Educação e Pedagogia,,"R$ 46,00","R$ 23,00",adolescencia-no-discurso-psicopedagogico-A-CESAR-
"","discurso psicopedagógico, A",,,ASSIS,,,
"",,,,,,,MARIA-RITA-DE-ASSIS-EDITORA-UNES/p
"",,,,,,,https://www.livrariaunesp.com.br/invencao-da-
9788539306121,"invenção da brasilidade, A",Editora Unesp,Sociologia,"LESSER, JEFFREY","R$ 69,00","R$ 34,50",
"",,,,,,,brasilidade-A-LESSER-JEFFREY-EDITORA-UNESP/p
"","Invenções de vidas, compreensão",,,,,,https://www.livrariaunesp.com.br/Invencoes-de-vidas-
"",,Cultura,,"PASSEGGI, MARIA DA",,,
9788579830556,de itinerários e alternativas de,,Educação e Pedagogia,,"R$ 30,00","R$ 15,00",compreensao-de-itinerarios-e-alternativas-de-formacao-
"",,Acadêmica,,CONCEICAO,,,
"",formação,,,,,,MAGGESSI-MARINA-CULTURA-ACADEMICA/p
"",Investigações sobre o,,,,,,https://www.livrariaunesp.com.br/Investigacoes-sobre-o-
9788571395268,entendimento humano e sobre os,Editora Unesp,Filosofia,"HUME, DAVID","R$ 79,00","R$ 39,50",entendimento-humano-e-sobre-os-principios-da-moral-
"",princípios da moral,,,,,,HUME-DAVID-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/invisibilidade-do-
9786557110249,"invisibilidade do tradutor, A",Editora Unesp,Linguística,"VENUTI, LAWRENCE","R$ 159,00","R$ 79,50",tradutor-Uma-historia-da-traducao-A-VENUTI-LAWRENCE-
"",,,,,,,EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/ISEB-os-intelectuais-e-a-
"","ISEB, os intelectuais e a diferença,",,,"VALE, ANTONIO",,,
9788571396685,,Editora Unesp,Sociologia,,"R$ 58,00","R$ 29,00",diferenca-O-VALE-ANTONIO-MARQUES-DO-EDITORA-
"",O,,,MARQUES DO,,,
"",,,,,,,UNESP/p
"",,,Política e Relações,,,,https://www.livrariaunesp.com.br/islamismo-explicado-as-
9788539301225,"islamismo explicado às crianças, O",Editora Unesp,,"JELLOUN, TAHAR BEN","R$ 34,00","R$ 17,00",
"",,,Internacionais,,,,criancas-O-JELLOUN-TAHAR-BEN-EDITORA-UNESP/p
"",,,Política e Relações,,,,https://www.livrariaunesp.com.br/Israel-Palestina-DUPAS-
9788571393776,Israel-Palestina,Editora Unesp,,"DUPAS, GILBERTO","R$ 69,00","R$ 34,50",
"",,,Internacionais,,,,GILBERTO-EDITORA-UNESP/p
"",,,,"COSTA, LEILA DE",,,https://www.livrariaunesp.com.br/italianidade-em-
9788571394520,"italianidade em Stendhal, A",Editora Unesp,Linguística,,"R$ 58,00","R$ 29,00",
"",,,,AGUIAR,,,Stendhal-A-COSTA-LEILA-DE-AGUIAR-EDITORA-UNES/p
"",,,,,,,https://www.livrariaunesp.com.br/J-K-HUYSMANS-
"",J.-K. HUYSMANS - EXPRESSÃO DO,Cultura,,"AMARAL, LUIZ",,,
9788598605715,,,História,,"R$ 14,00","R$ 7,00",EXPRESSAO-DO-DECADENTISMO-FRANCES-AMARAL-LUIZ-
"",DECADENTISMO FRANCÊS,Acadêmica,,ANTONIO,,,
"",,,,,,,ANTONIO-CULTURA-ACADEMICA/p
"",,,,"PENHA, GISELA MARIA",,,https://www.livrariaunesp.com.br/jangada-de-pedra-A-
9788571397293,"jangada de pedra, A",Editora Unesp,Linguística,,"R$ 54,00","R$ 27,00",
"",,,,DE LIMA BRAGA,,,PENHA-GISELA-MARIA-DE-LIMA-BRAGA-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Janusz-Korczak-
"","Janusz Korczak, precursor dos",,,"MARANGON, ANA",,,
9788571397927,,Editora Unesp,Biografias,,"R$ 52,00","R$ 26,00",precursor-dos-direitos-da-crianca-MARANGON-ANA-
"",direitos da criança,,,CAROLINA RODRIGUES,,,
"",,,,,,,CAROLINA-RODRIGUES-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Jean-Yves-Leloup-
9788571394261,Jean-Yves Leloup,Editora Unesp,Biografias,"BLATTCHEN, EDMOND","R$ 28,00","R$ 14,00",
"",,,,,,,BLATTCHEN-EDMOND-EDITORA-UNESP/p
"",,,,"BUZZAR, MIGUEL",,,https://www.livrariaunesp.com.br/Joao-Batista-Vilanova-
9788539305186,João Batista Vilanova Artigas,Editora Unesp,Arquitetura e Urbanismo,,"R$ 94,00","R$ 47,00",
"",,,,ANTONIO,,,Artigas-BUZZAR-MIGUEL-ANTONIO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Joao-da-Cruz-ou-A-
9788571398443,João da Cruz ou A noite habitada,Editora Unesp,Filosofia,"LELOUP, JEAN-YVES","R$ 30,00","R$ 15,00",
"",,,,,,,noite-habitada-LELOUP-JEAN-YVES-EDITORA-UNES/p
"",,,,"ARTIGAS, ROSA",,,https://www.livrariaunesp.com.br/Joao-Walter-Toscano-
9788571394094,João Walter Toscano,Editora Unesp,Arquitetura e Urbanismo,,"R$ 138,00","R$ 69,00",
"",,,,CAMARGO,,,ARTIGAS-ROSA-CAMARGO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/JOGOS-DE-MESA-
"",JOGOS DE MESA ADAPTADOS AO,,,,,,
"",,Cultura,,"MATTHIESEN, SARA",,,ADAPTADOS-AO-ENSINO-DE-ATLETISMO-NA-ESCOLA-
9788579833885,ENSINO DE ATLETISMO NA ESCOLA -,,Filosofia,,"R$ 13,00","R$ 6,50",
"",,Acadêmica,,QUENZER,,,PASSO-A-PASSO-MATTHIESEN-SARA-QUENZER-CULTURA-
"",PASSO A PASSO,,,,,,
"",,,,,,,ACADEMIC/p
"",,,Política e Relações,,,,https://www.livrariaunesp.com.br/Jogos-finais-GRAY-
9788571398382,Jogos finais,Editora Unesp,,"GRAY, JOHN","R$ 54,00","R$ 27,00",
"",,,Internacionais,,,,JOHN-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/John-Ruskin-e-o-ensino-
"",John Ruskin e o ensino do desenho,,,"AMARAL, CLAUDIO",,,
9788539302048,,Editora Unesp,Biografias,,"R$ 34,00","R$ 17,00",do-desenho-no-Brasil-AMARAL-CLAUDIO-SILVEIRA-
"",no Brasil,,,SILVEIRA,,,
"",,,,,,,EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Jornalismo-publico-
9788539301775,Jornalismo público,Editora Unesp,Linguística,"ROTHBERG, DANILO","R$ 48,00","R$ 24,00",
"",,,,,,,ROTHBERG-DANILO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Jose-Leite-Lopes-ASSIS-
9788571393714,José Leite Lopes,Editora Unesp,Biografias,"ASSIS, JESUS DE PAULA","R$ 32,00","R$ 16,00",
"",,,,,,,JESUS-DE-PAULA-EDITORA-UNES/p
"",,,"Ciências Biológicas, Exatas,",,,,https://www.livrariaunesp.com.br/Jovens-e-musica-
9788539304257,Jovens e música,Editora Unesp,,"ARROYO, MARGARETE","R$ 28,00","R$ 14,00",
"",,,Naturais e da Terra,,,,ARROYO-MARGARETE-EDITORA-UNESP/p
"",Júbilo ou os tormentos do discurso,,,,,,https://www.livrariaunesp.com.br/Jubilo-ou-os-tormentos-
9788539308231,,Editora Unesp,Filosofia,"LATOUR, BRUNO","R$ 40,00","R$ 20,00",
"",religioso,,,,,,do-discurso-religioso-LATOUR-BRUNO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/judeus-e-a-vida-
9788539305490,"judeus e a vida econômica, Os",Editora Unesp,Sociologia,"SOMBART, WERNER","R$ 99,00","R$ 49,50",
"",,,,,,,economica-Os-SOMBART-WERNER-EDITORA-UNESP/p
"",,,,"NASCIMENTO, JOSE",,,https://www.livrariaunesp.com.br/Juizos-criticos-
9788586372506,Juízos críticos,Editora Unesp,História,,"R$ 42,00","R$ 21,00",
"",,,,LEONARDO DO,,,NASCIMENTO-JOSE-LEONARDO-DO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Jusnaturalismo-e-
"",Jusnaturalismo e positivismo,,Política e Relações,,,,
9788539306343,,Editora Unesp,,"BOBBIO, NORBERTO","R$ 72,00","R$ 36,00",positivismo-juridico-BOBBIO-NORBERTO-EDITORA-
"",jurídico,,Internacionais,,,,
"",,,,,,,UNESP/p
"",,,Política e Relações,,,,https://www.livrariaunesp.com.br/Justificacao-e-critica-
9788539307579,Justificação e crítica,Editora Unesp,,"FORST, RAINER","R$ 89,00","R$ 44,50",
"",,,Internacionais,,,,FORST-RAINER-EDITORA-UNESP/p
9788571399174,"juventude de Machado de Assis1839-1870 - 2a edição, A",Editora Unesp,Biografias,"MASSA, JEAN-MICHEL","R$ 99,00","R$ 49,50",https://www.livrariaunesp.com.br/juventude-de-Machado-
"",,,,,,,"de-Assis-1839-1870-2a-edicao-A-MASSA-JEAN-MICHEL-EDITORA-UNESP/p"
9788571392465,Kant,Editora Unesp,Biografias,"WALKER, RALPH","R$ 22,00","R$ 11,00","https://www.livrariaunesp.com.br/Kant-WALKER-RALPH-EDITORA-UNESP/p"
9788571391598,Karl Popper: filosofia e problemas,Editora Unesp,Filosofia,"O'HEAR, ANTHONY","R$ 76,00","R$ 38,00","https://www.livrariaunesp.com.br/Karl-Popper-filosofia-e-problemas-O-HEAR-ANTHONY-EDITORA-UNESP/p"
9788539300686,Kierkegaard,Editora Unesp,Filosofia,"ADORNO, THEODORW.","R$ 74,00","R$ 37,00","https://www.livrariaunesp.com.br/Kierkegaard-ADORNO-THEODOR-W-EDITORA-UNESP/p"
1101000018596,"Kit Coleção Revoluções do Século20",Editora Unesp,História,VARIOS,"R$ 680,00","R$ 340,00",https://www.livrariaunesp.com.br/Kit-Colecao-Revolucoes-
"",,,,,,,do-Seculo-20-VARIOS-EDITORA-UNESP/p
1101000018657,"Kit Coleção Revoluções do Século20 (África)",Editora Unesp,História,VARIOS,"R$ 102,00","R$ 51,00",https://www.livrariaunesp.com.br/Kit-Colecao-Revolucoes-
"",,,,,,,do-Seculo-20-Africa-VARIOS-EDITORA-UNESP/p
1101000018671,"Kit Coleção Revoluções do Século20 (América do norte e central)",Editora Unesp,História,VARIOS,"R$ 170,00","R$ 85,00",https://www.livrariaunesp.com.br/Kit-Colecao-Revolucoes-
"",,,,,,,"do-Seculo-20-America-do-norte-e-central-VARIOS-EDITORA-UNESP/p"
1101000018688,"Kit Coleção Revoluções do Século20 (América do Sul)",Editora Unesp,História,VARIOS,"R$ 170,00","R$ 85,00",https://www.livrariaunesp.com.br/Kit-Colecao-Revolucoes-
"",,,,,,,do-Seculo-20-America-do-Sul-VARIOS-EDITORA-UNESP/p
1101000018664,"Kit Coleção Revoluções do Século20 (Ásia)",Editora Unesp,História,VARIOS,"R$ 170,00","R$ 85,00",https://www.livrariaunesp.com.br/Kit-Colecao-Revolucoes-
"",,,,,,,do-Seculo-20-Asia-VARIOS-EDITORA-UNESP/p
1101000018640,"Kit Coleção Revoluções do Século20 (Europa)",Editora Unesp,História,VARIOS,"R$ 68,00","R$ 34,00",https://www.livrariaunesp.com.br/Kit-Colecao-Revolucoes-
"",,,,,,,do-Seculo-20-Europa-VARIOS-EDITORA-UNESP/p
1199000000604,"Kit normas para publicações - vols.1, 2, 3 e 4",Editora Unesp,Linguística,VARIOS,"R$ 84,00","R$ 1,00","https://www.livrariaunesp.com.br/Kit-normas-para-publicacoes-vols-1-2-3-e-4-UNESP-EDITORA-UNESP/p"
9788579835438,"LA CAMPAGNA DELLA FORZA DISPEDIZIONE BRASILIANA PER LALIBERAZIONE D'ITALIA","CulturaAcadêmica",História,"GOYOS JR, DURVAL DENORONHA","R$ 30,00","R$ 15,00","https://www.livrariaunesp.com.br/LA-CAMPAGNA-DELLA-FORZA-DI-SPEDIZIONE-BRASILIANA-PER-LA-LIBERAZIONE-D-"
"",,,,,,,"ITALIA-GOYOS-JR-DURVAL-DE-NORONHA-CULTURA-ACADEMIC/p"
9788571392557,Labirinto e nós,Editora Unesp,Artes,"MARCONDES, NEIDE","R$ 90,00","R$ 45,00","https://www.livrariaunesp.com.br/Labirinto-e-nos-BELLOTTO-MANOEL-EDITORA-UNESP/p"
9788571393912,Leandro Konder,Editora Unesp,Biografias,"PINASSI, MARIAORLANDA","R$ 49,00","R$ 24,50","https://www.livrariaunesp.com.br/Leandro-Konder-PINASSI-MARIA-ORLANDA-EDITORA-UNESP/p"
9788571397088,"Legado de Foucault, O",Editora Unesp,Biografias,"SCAVONE, LUCILA","R$ 65,00","R$ 32,50","https://www.livrariaunesp.com.br/Legado-de-Foucault-O-SCAVONE-LUCILA-EDITORA-UNESP/p"
9788571394162,"leis do caos, As",Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","PRIGOGINE, ILYA","R$ 36,00","R$ 18,00","https://www.livrariaunesp.com.br/leis-do-caos-As-PRIGOGINE-ILYA-EDITORA-UNESP/p"
9788571394124,"leitura, A",Editora Unesp,Linguística,"JOUVE, VINCENT","R$ 42,00","R$ 21,00","https://www.livrariaunesp.com.br/leitura-A-JOUVE-VINCENT-EDITORA-UNESP/p"
9788571395374,"Leituras e leitores na França doAntigo Regime",Editora Unesp,História,"CHARTIER, ROGER","R$ 69,00","R$ 34,50","https://www.livrariaunesp.com.br/Leituras-e-leitores-na-Franca-do-Antigo-Regime-CHARTIER-ROGER-EDITORA-UNESP/p"
9788571394858,Leituras freireanas sobre educação,Editora Unesp,"Política e RelaçõesInternacionais","APOLUCENO,IVANILDE","R$ 44,00","R$ 22,00","https://www.livrariaunesp.com.br/Leituras-freireanas-sobre-educacao-APOLUCENO-IVANILDE-EDITORA-UNESP/p"
9788539301041,"Leituras, projetos e (re)vista(s) doBrasil",Editora Unesp,História,"LUCA, TANIA REGINADE","R$ 79,00","R$ 39,50","https://www.livrariaunesp.com.br/Leituras-projetos-e-re-vista-s-do-Brasil-LUCA-TANIA-REGINA-DE-EDITORA-UNESP/p"
9788539301232,Ler Marx,Editora Unesp,"Política e RelaçõesInternacionais","RENAULT, EMMANUEL","R$ 64,00","R$ 32,00","https://www.livrariaunesp.com.br/Ler-Marx-RENAULT-EMMANUEL-EDITORA-UNESP/p"
9788571392670,Liberdade antes do liberalismo,Editora Unesp,"Política e RelaçõesInternacionais","SKINNER, QUENTIN","R$ 40,00","R$ 20,00","https://www.livrariaunesp.com.br/Liberdade-antes-do-liberalismo-SKINNER-QUENTIN-EDITORA-UNESP/p"
9788571397859,Liberdade e neurobiologia,Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","SEARLE, JOHN R.","R$ 34,00","R$ 17,00","https://www.livrariaunesp.com.br/Liberdade-e-neurobiologia-SEARLE-JOHN-R-EDITORA-UNES/p"
9788571398436,Lições da borboleta,Editora Unesp,História,"MALAQUE, KEILAMARA SANT ́ANA","R$ 54,00","R$ 27,00","https://www.livrariaunesp.com.br/Licoes-da-borboleta-MALAQUE-KEILA-MARA-SANT-ANA-EDITORA-UNESP/p"
9788539307265,Lições de ética,Editora Unesp,Filosofia,"KANT, IMMANUEL","R$ 88,00","R$ 44,00","https://www.livrariaunesp.com.br/Licoes-de-etica-KANT-IMMANUEL-EDITORA-UNESP/p"
9788539301010,"Lima Barreto e o destino daliteratura",Editora Unesp,"Crítica Literária e TeoriaLiterária","OAKLEY, R.J.","R$ 49,00","R$ 24,50","https://www.livrariaunesp.com.br/Lima-Barreto-e-o-destino-da-literatura-OAKLEY-R-J-EDITORA-UNESP/p"
9788571399426,Linguagem e mente - 3a edição,Editora Unesp,Linguística,"CHOMSKY, NOAM","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Linguagem-e-mente-3a-edicao-CHOMSKY-NOAM-EDITORA-UNESP/p"
9788571390461,"Linguagem, indivíduo e sociedade",Editora Unesp,História,"BURKE, PETER","R$ 94,00","R$ 47,00","https://www.livrariaunesp.com.br/Linguagem-individuo-e-sociedade-BURKE-PETER-EDITORA-UNESP/p"
9788571391628,Línguas e jargões,Editora Unesp,História,"BURKE, PETER","R$ 66,00","R$ 33,00","https://www.livrariaunesp.com.br/Linguas-e-jargoes-BURKE-PETER-EDITORA-UNESP/p"
9788539306558,Linhagens do estado absolutista,Editora Unesp,História,"ANDERSON, PERRY","R$ 138,00","R$ 69,00","https://www.livrariaunesp.com.br/Linhagens-do-estado-absolutista-ANDERSON-PERRY-EDITORA-UNESP/p"
9788539306374,"Linhas cruzadas sobre as relaçõesentre os Estados Unidos e aAlemanha",Editora Unesp,"Política e RelaçõesInternacionais","CRUZ, SEBASTIAOCARLOS VELASCO E","R$ 38,00","R$ 19,00","https://www.livrariaunesp.com.br/Linhas-cruzadas-sobre-as-relacoes-entre-os-Estados-Unidos-e-a-Alemanha-CRUZ-SEBASTIAO-CARLOS-VELASCO-E-EDITORA-UNESP/p"
9788539307227,Literatura,Editora Unesp,Linguística,MARISA LAJOLO,"R$ 38,00","R$ 19,00","https://www.livrariaunesp.com.br/Literatura-MARISA-LAJOLO-EDITORA-UNESP/p"
9788539300235,Literatura e representações do eu,Editora Unesp,Biografias,"NIGRO, CLAUDIAMARIA CENEVIVA","R$ 38,00","R$ 19,00","https://www.livrariaunesp.com.br/Literatura-e-representacoes-do-eu-NIGRO-CLAUDIA-MARIA-CENEVIVA-EDITORA-UNESP/p"
9788539300945,"Literatura infantil brasileira - 3aedição",Editora Unesp,Linguística,"ARROYO, LEONARDO","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Literatura-infantil-brasileira-3a-edicao-ARROYO-LEONARDO-EDITORA-UNESP/p"
9788539303878,"literatura na língua do outro, A",Editora Unesp,Linguística,"DEANGELI, MARIAANGELICA","R$ 46,00","R$ 23,00","https://www.livrariaunesp.com.br/literatura-na-lingua-do-outro-A-DEANGELI-MARIA-ANGELICA-EDITORA-UNESP/p"
9786557110508,Livreiros do Novo Mundo,Editora Unesp,História,"BOMPARD, JEAN-JACQUES","R$ 90,00","R$ 45,00","https://www.livrariaunesp.com.br/Livreiros-do-Novo-Mundo-BOMPARD-JEAN-JACQUES-EDITORA-UNESP/p"
9786557110591,"livro dos milagres, O",Editora Unesp,Religião e Espiritualidade,"ORSI, CARLOS","R$ 46,00","R$ 23,00","https://www.livrariaunesp.com.br/livro-dos-milagres-O-ORSI-CARLOS-EDITORA-UNESP/p"
9788571397316,Lobato humorista,Editora Unesp,Filosofia,"DUARTE, LIACUPERTINO","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Lobato-humorista-DUARTE-LIA-CUPERTINO-EDITORA-UNESP/p"
9788571395121,"Lobo no labirinto, O",Editora Unesp,Filosofia,"MARISA TRENCH DEOLIVEIRAFONTERRADA","R$ 79,00","R$ 39,50","https://www.livrariaunesp.com.br/Lobo-no-labirinto-O-MARISA-TRENCH-DE-OLIVEIRA-FONTERRADA-EDITORA-UNESP/p"
9788571392724,Locke,Editora Unesp,Biografias,"AYERS, MICHAEL","R$ 22,00","R$ 11,00","https://www.livrariaunesp.com.br/Locke-AYERS-MICHAEL-EDITORA-UNESP/p"
9788571395206,Lógica de primeira ordem,Editora Unesp,Filosofia,"SMULLYAN,RAYMOND M.","R$ 49,00","R$ 24,50","https://www.livrariaunesp.com.br/Logica-de-primeira-ordem-SMULLYAN-RAYMOND-M-EDITORA-UNESP/p"
9788539306527,Lógica e outros escritos,Editora Unesp,Filosofia,"CONDILLAC, ETIENNEBONNOT DE","R$ 74,00","R$ 37,00",https://www.livrariaunesp.com.br/Logica-e-outros-escritos
"",,,,,,,CONDILLAC-ETIENNE-BONNOT-DE-EDITORA-UNESP/p
9788571396289,"Lógica para principiantes - 2aedição",Editora Unesp,Filosofia,"ABELARDO, PEDRO","R$ 36,00","R$ 18,00","https://www.livrariaunesp.com.br/Logica-para-principiantes-2a-edicao-ABELARDO-PEDRO-EDITORA-UNESP/p"
9788539300969,Longe do Brasil,Editora Unesp,Biografias,"LEVI-STRAUSS,CLAUDE","R$ 22,00","R$ 11,00","https://www.livrariaunesp.com.br/Longe-do-Brasil-LEVI-STRAUSS-CLAUDE-EDITORA-UNES/p"
9788571396944,Lourenço Filho e a alfabetização,Editora Unesp,Educação e Pedagogia,"BERTOLETTI, ESTELANATALINAMANTOVANI","R$ 42,00","R$ 21,00","https://www.livrariaunesp.com.br/Lourenco-Filho-e-a-alfabetizacao-BERTOLETTI-ESTELA-NATALINA-MANTOVANI-"
"",,,,,,,EDITORA-UNESP/p
9788539303748,"Lourenço Filho e literatura infantil ejuvenil",Editora Unesp,Linguística,"BERTOLETTI, ESTELANATALINAMANTOVANI","R$ 40,00","R$ 20,00","https://www.livrariaunesp.com.br/Lourenco-Filho-e-literatura-infantil-e-juvenil-BERTOLETTI-ESTELA-NATALINA-MANTOVANI-EDITORA-UNESP/p"
9788571398597,"Luanda, cidade e literatura",Editora Unesp,Geografia,"MACEDO, TANIA","R$ 58,00","R$ 29,00","https://www.livrariaunesp.com.br/Luanda-cidade-e-literatura-MACEDO-TANIA-EDITORA-UNESP/p"
"",,,,,,,https://www.livrariaunesp.com.br/Lundu-do-escritor-dificil-
9788571397286,Lundu do escritor difícil,Editora Unesp,Artes,"PEREIRA, MARIA ELISA","R$ 56,00","R$ 28,00",
"",,,,,,,PEREIRA-MARIA-ELISA-EDITORA-UNESP/p
"","luta indígena no coração do Brasil,",,Política e Relações,,,,https://www.livrariaunesp.com.br/luta-indigena-no-
9788539300846,,Editora Unesp,,"GARFIELD, SETH","R$ 82,00","R$ 41,00",
