ISBN13,GTIN,"Status dedisponibilidade",Autor,Outros c,Tníttruiblouidores,"Altura (cm)","Largura (cm)","Profundidade (cm)",Peso,Formato,Preço R$,Classificação Thema
9788572321679,9788572321679,Disponível,"Rohden, Huberto",,Porque sofremos,18,"11,5","0,8",120,Livro brochura (paperbac,") R$ 28,90",QD - Filosofia
9788572329811,9788572329811,Disponível,"Goldsmith, Joel S.",(Traduto,")P Mraatigcgain, dGol au pcrieas Benraçgaa",21,14,"1,3",250,Livro brochura (paperbac,") R$ 49,90",QRM - Cristianismo
9788572329651,9788572329651,Disponível,"Jacobs, Joseph",(Ilustrad,"rP) rCinacmesaansh eo ,d Aamleaxsa nednrcea;n (tTadradsutor) L",hb2a1uer,Inê1s4 A.,1,170,Livro brochura (paperbac,") R$ 39,90",
9788544001899,9788544001899,Disponível,Ésquilo,,Prometeu acorrentado,14,21,1,200,Livro brochura (paperbac,") R$ 49,90",DD - Peças de teatro
9786559100552,9786559100552,Disponível,"de Assis, Machado",,Quincas Borba,"18,2",12,"3,1",315,Livro capa dura (hardcov,"r) R$ 39,90",FB - Ficção: geral & literária
9788572324472,9788572324472,Disponível,"Assis, Machado de",,Quincas Borba,18,"11,5","1,4",190,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9786586014921,9786586014921,Disponível,"Austen, Jane",(Traduto,")R Laezaãlo F ee rsreenisraib, iRlidoabdeerto","18,2","11,6","2,2",320,Livro capa dura (hardcov,"r) R$ 39,90",FB - Ficção: geral & literária
9788572328746,9788572328746,Esgotado,"Austen, Jane",(Traduto,")R Faezrãroe iera s, eRnosibeilritdoa Ldeal",21,14,3,500,Livro brochura (paperbac,") R$ 59,90",FR - Literatura romântica
9788544001851,9788544001851,Disponível,"Austen, Jane",(Traduto,")R Faezrãroe iera s, eRnosibeilritdoa Ldeal",21,14,"2,8",480,Livro capa dura (hardcov,"r) R$ 69,90",FB - Ficção: geral & literária
9788572327596,9788572327596,Esgotado,"Austen, Jane",(Traduto,")R Faezrãroe iera S, eRnosbibeirltiod aLdeal",18,"11,5","1,4",230,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544000847,9788544000847,Disponível,"Austen, Jane",(Traduto,")R Faezrãroe iera S, eRnosbibeirltiod aLdea /l Orgulho e Pr",co2n3ceit,/ P1e6rsua,"ão3,7",980,Livro capa dura (hardcov,"r) R$ 89,90",
9788572328050,9788572328050,Disponível,"Austen, Jane",(Traduto,")R Faezrãroe iera S, eRnosbibeirltiod aLdea /l Orgulho e Pr",co2n1ceit,/ P1e4rsua,ão3,630,Livro brochura (paperbac,") R$ 59,90",
9788544002155,9788544002155,Disponível,"Austen, Jane",(Traduto,")R Faezrãroe iera s, eRnosibeilritdoa Lde a/l Orgulho e pr",con2c3eit,/ Pe1r6sua,"ão3,8","1.000,00",Livro capa dura (hardcov,"r) R$ 89,90",FB - Ficção: geral & literária
9788572327169,9788572327169,Disponível,"Dostoiévski, Fiódor",(Traduto,")R Vecieoirda,a çJoõseés Gdae rCaaldsoa dos Mortos",18,"11,5","1,5",230,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572326872,9788572326872,Disponível,Sófocles,(Traduto,")R Seei rÉrad,i pOordep",18,"11,5","0,8",120,Livro brochura (paperbac,") R$ 28,90",DD - Peças de teatro
9788572329576,9788572329576,Disponível,"Assis, Machado de",,Ressurreição,18,"11,5","0,9",120,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544001585,9788544001585,Disponível,"Defoe, Daniel",(Traduto,")R Roabiignosroond Cskryu,s oDéiego",23,16,2,570,Livro brochura (paperbac,") R$ 69,90",
9788572328586,9788572328586,Disponível,"Shakespeare, William",(Traduto,")R Momedeeui reo sJ,u Fli.e tCaarlos de Almeida Cu",ha1; 8(Tr,"du1to1r,)5 M","ndes, 0O,7scar",130,Livro brochura (paperbac,") R$ 28,90",
9788572329743,9788572329743,Disponível,"Howard, Robert E.",(Traduto,")R Goustiom daerã ceasv, eBiráar,b oarsa filhos da noite e",out2r1os,onto1s4,"2,2",350,Livro brochura (paperbac,") R$ 39,90",FYB - Contos
9788572328142,9788572328142,Disponível,"Rohden, Huberto",,Roteiro cósmico,18,"11,5",1,150,Livro brochura (paperbac,") R$ 28,90",
9788572327886,9788572327886,Disponível,"Rohden, Huberto",,Rumo à Consciência Cósmica,18,"11,5","0,7",120,Livro brochura (paperbac,") R$ 28,90",
9788572321549,9788572321549,Disponível,"Rohden, Huberto",,Sabedoria das Parábolas,18,"11,5","1,2",210,Livro brochura (paperbac,") R$ 28,90",QD - Filosofia
9788572324823,9788572324823,Disponível,"Alencar, José de",,Senhora,18,"11,5","1,1",180,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572326223,9788572326223,Disponível,"Rohden, Huberto",,Sermão da Montanha,18,"11,5","0,7",130,Livro brochura (paperbac,") R$ 28,90",
9788572325387,9788572325387,Disponível,"Vieira, Padre Antônio",,Sermões escolhidos,18,"11,5","1,1",190,Livro brochura (paperbac,") R$ 28,90",
9788572321211,9788572321211,Disponível,"Rohden, Huberto",,Setas para o Infinito,18,"11,5","0,9",150,Livro brochura (paperbac,") R$ 28,90",
9788544002087,9788544002087,Disponível,"Doyle, Sir Arthur Conan",Inglês Li,"aSrhthe,r lCocakse Hmoirlmo es",23,16,"6,8","2.000,00",Livro capa dura (hardcov,"rR) $ 149,90",FYB - Contos
9788544002094,9788544002094,Disponível,"Doyle, Arthur Conan",(Traduto,")S Phoertloc, kA Hldoal;m (Tesradutor) Linarth, Ca",em2ir3o,16,5,"1.100,00",Livro capa dura (hardcov,"r) R$ 99,90",FB - Ficção: geral & literária
9788544001462,9788544001462,Disponível,"Brontë, Charlotte",(Traduto,")S Phinrlheeyiro, Solange",21,14,"4,5",950,Livro brochura (paperbac,") R$ 99,90",FB - Ficção: geral & literária
9788544001806,9788544001806,Disponível,"Durkheim, Émile",(Traduto,")S Aocnidorlaodgeia,  Fe efrinloasnodfoia Dias",21,14,1,270,Livro brochura (paperbac,") R$ 49,90",
9788544002520,9788544002520,Disponível,"Bocage, Manuel du",,Sonetos,21,14,1,118,Livro brochura (paperbac,") R$ 49,90",
9788572329255,9788572329255,Disponível,"Camões, Luís de",,Sonetos,18,"11,5","0,9",150,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788572329934,9788572329934,Disponível,"Espanca, Florbela",,Sonetos,18,"11,5",1,170,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788544001721,9788544001721,Disponível,"Shakespeare, William",(Traduto,")S Bonerhtoin d, eM uamriali sneo Rite zdeen dverão",21,14,1,270,Livro brochura (paperbac,") R$ 49,90",DD - Peças de teatro
9788572329323,9788572329323,Disponível,"Shakespeare, William",(Traduto,")S Bonerhtoin d, eM uamriali sneo Rite zdeen dverão",18,"11,5","0,6",120,Livro brochura (paperbac,") R$ 28,90",
9788544002216,9788544002216,Disponível,"Fitzgerald, F. Scott",(Traduto,")S Puianvhee iér oa,  nSooiltaenge",21,14,"3,3",630,Livro capa dura (hardcov,"r) R$ 69,90",FB - Ficção: geral & literária
9788572325936,9788572325936,Disponível,Lao-Tsé,(Traduto,")T Rao htde eCnh, iHnguberto",18,"11,5","0,7",150,Livro brochura (paperbac,") R$ 28,90",
9788572329989,9788572329989,Disponível,"Pena, Martins",,Teatro de Martins Pena,18,"11,5",1,100,Livro brochura (paperbac,") R$ 28,90",DD - Peças de teatro
9788544000113,9788544000113,Disponível,Hesíodo,(Traduto,")T Reoegionnoi,a Sueli Maria de",18,"11,5","0,8",140,Livro brochura (paperbac,") R$ 28,90",
9788544002032,9788544002032,Disponível,"Ribeiro, Filipe de Campos",,Terra de sonhos e acaso,21,14,"1,9",360,Livro brochura (paperbac,") R$ 49,90",
9788544002056,9788544002056,Disponível,"Shakespeare, William",(Traduto,")T Phies estotan,n Aetlsm oifr oW Will.i aSm.Shakespeare",os2 3son,tos 1d6e A,"iro W2,.2 S. Pis",tta500,Livro capa dura (hardcov,"r) R$ 69,90",DC - Poesia
9788572328432,9788572328432,Disponível,"Alencar, José de",,Til,18,"11,5","1,2",190,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544001615,9788544001615,Disponível,Voltaire,(Traduto,")T Braetdaêd,o A snoab rLeu aiz tao lRereâisncia",21,14,"1,2",200,Livro brochura (paperbac,") R$ 49,90",
9786559100965,9786559100965,Disponível,"Abrantes, Fernandel",,Tristão e Isolda,19,12,1,120,Livro capa dura (hardcov,"r) R$ 39,90",
9788572326346,9788572326346,Disponível,"Abrantes, Fernandel",,Tristão e Isolda,18,"11,5","0,7",120,Livro brochura (paperbac,") R$ 28,90",
9788572323543,9788572323543,Disponível,"Barreto, Lima",,Triste fim de Policarpo Quaresma,18,"11,5",1,170,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572329941,9788572329941,Disponível,"Espanca, Florbela",,Trocando olhares,18,"11,5","0,5",120,Livro brochura (paperbac,") R$ 28,90","DC - Poesia, DC - Poesia"
9788572328999,9788572328999,Disponível,"Alencar, José de",,Ubirajara,18,"11,5","0,6",110,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544002186,9788544002186,Disponível,"Dias, Gonçalves",,Últimos cantos,21,14,"1,5",310,Livro brochura (paperbac,") R$ 49,90",DC - Poesia
9788544002285,9788544002285,Disponível,"Dickens, Charles",Inglês Le,"Ul Fme rcrâenirtaic, oR doeb eNrtaotal",23,16,2,428,Livro capa dura (hardcov,"r) R$ 69,90",
9788572328661,9788572328661,Disponível,"Doyle, Arthur Conan",(Traduto,")U Pmor etost,u Adlod aem vermelho",18,"11,5","0,7",110,Livro brochura (paperbac,") R$ 28,90",FF - Literatura policial
9788544001936,9788544001936,Disponível,"Doyle, Arthur Conan",(Traduto,")U Pmor etost,u Adlod aem vermelho",21,14,"1,5",210,Livro capa dura (hardcov,"r) R$ 49,90",FB - Ficção: geral & literária
9788572325905,9788572325905,Disponível,"Azevedo, Aluísio",,Uma lágrima de mulher,18,"11,5","0,7",130,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544002537,9788544002537,Disponível,"Magellan, Tarsis",,Unicelular,21,14,"2,6",590,Livro capa dura (hardcov,"r) R$ 79,90",FL - Ficção científica
9788572325639,9788572325639,Disponível,"Assis, Machado de",,Várias histórias,18,"11,5","0,8",140,Livro brochura (paperbac,") R$ 28,90",FYB - Contos
9788544002018,9788544002018,Disponível,"Verne, Júlio",(Traduto,")V Riaegneamrd ,a Co acrelna tdroe dMa otjearnra Di Cologn",21,14,"2,4",350,Livro capa dura (hardcov,"r) R$ 59,90",
9788544002063,9788544002063,Disponível,"Verne, Júlio",(Traduto,")V Riaegneamrd ,a Co acrelna tdroe dMa otjearnra Di Cologn",18,12,1,200,Livro brochura (paperbac,") R$ 28,90",
9788572325950,9788572325950,Disponível,"Garrett, Almeida",,Viagens na minha terra,18,"11,5","1,3",210,Livro brochura (paperbac,") R$ 28,90",WTL - Literatura de viagens
9788544002896,9788544002896,Disponível,"Brontë, Charlotte",Inglês Pi,"hVeiilrloe,t tSeolange",21,14,4,690,Livro capa dura (hardcov,"r) R$ 99,90",
9788544001158,9788544001158,Disponível,"Brontë, Charlotte",(Traduto,")V Pililnehtteeiro, Solange",21,14,"3,5",860,Livro brochura (paperbac,") R$ 79,90",
9788544002384,9788544002384,Disponível,"Verne, Júlio",(Traduto,")V Rinetnea mrdi,l  Cléagrulaas submarinas",21,14,3,500,Livro capa dura (hardcov,"r) R$ 89,90",FJ - Literatura de aventuras
